LogEntrySeconds,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Напряжение датчика кислорода 2 ( В),Положение дроссельной заслонки ( %),Величина отскока УОЗ при детонации ( °ПКВ)
441,14.1,73.5,2482.0,900.0,-14.25,0.0,0.12,0.22,5.88,0.0
442,14.1,73.5,2451.0,900.0,-14.25,0.0,0.11,0.22,5.71,0.0
442,14.1,73.5,2427.0,900.0,4.5,2.17,0.15,0.23,5.22,0.0
442,14.1,73.5,2429.0,900.0,17.25,3.962,0.95,1.03,11.3,0.0
443,14.1,73.5,2417.0,900.0,18.0,6.016,0.98,1.09,13.38,0.0
443,14.1,73.5,2425.0,900.0,30.75,4.902,0.96,1.09,12.08,0.0
444,14.1,73.5,2435.0,900.0,30.75,4.365,0.9,1.07,11.84,0.0
444,14.1,73.5,2441.0,900.0,30.75,4.166,0.22,0.96,11.96,0.0
444,14.1,73.5,2443.0,900.0,30.75,4.384,0.73,0.42,12.04,0.0
445,14.1,72.75,2451.0,2520.0,31.5,4.326,0.22,0.32,11.96,36.0
445,14.1,72.75,2458.0,900.0,31.5,4.186,0.21,0.56,11.96,0.0
446,14.1,72.75,2464.0,900.0,31.5,4.045,0.81,0.87,11.47,0.0
446,14.1,72.75,2465.0,900.0,32.25,3.917,0.75,0.82,11.25,0.0
446,14.1,72.75,2467.0,900.0,32.25,4.064,0.41,0.36,11.35,0.0
447,14.1,72.75,2471.0,900.0,32.25,3.936,0.22,0.49,11.11,0.0
447,14.1,72.75,2469.0,900.0,32.25,3.853,0.24,0.55,11.06,0.0
448,14.1,72.75,2470.0,900.0,32.25,3.962,0.32,0.85,11.06,0.0
448,14.1,72.75,2470.0,900.0,32.25,3.789,0.57,0.87,10.99,0.0
448,14.1,72.75,2471.0,900.0,32.25,3.821,0.65,0.82,11.06,0.0
449,14.1,72.75,2471.0,900.0,24.0,3.814,0.22,0.69,10.89,0.0
449,14.1,72.75,2463.0,900.0,34.5,2.79,0.22,0.4,8.33,0.0
449,14.1,72.75,2472.0,900.0,25.5,7.45,0.9,0.92,20.56,0.0
450,14.1,72.75,2510.0,900.0,14.25,11.04,0.89,1.02,57.91,0.0
450,14.1,72.75,2541.0,900.0,15.75,10.131,0.74,0.96,54.93,0.0
451,14.1,72.75,2592.0,900.0,16.5,10.349,0.2,0.29,49.39,0.0
451,14.1,72.75,2629.0,900.0,17.25,10.637,0.37,0.36,45.02,0.0
452,14.1,72.75,2674.0,900.0,18.0,10.547,0.34,0.45,41.19,0.0
452,14.1,72.75,2738.0,900.0,18.0,10.349,0.28,0.89,39.97,0.0
452,14.1,72.75,2790.0,900.0,18.75,10.944,0.44,0.88,39.97,0.0
453,14.1,72.75,2833.0,900.0,18.75,10.797,0.78,0.95,40.01,0.0
453,14.1,72.75,2886.0,900.0,18.75,10.726,0.74,0.97,40.14,0.0
454,14.1,72.75,2935.0,900.0,18.75,10.938,0.66,0.97,40.09,0.0
454,14.1,72.75,2982.0,900.0,18.75,10.816,0.81,1.0,39.72,0.0
455,14.1,72.75,3057.0,900.0,18.75,4.378,0.93,1.06,13.13,0.0
455,14.1,72.75,3058.0,900.0,36.0,2.458,0.15,0.28,10.28,0.0
455,14.1,72.75,3059.0,900.0,35.25,3.366,0.16,0.27,13.87,0.0
456,14.1,72.75,3045.0,900.0,25.5,7.565,0.2,0.29,20.85,0.0
456,14.1,72.75,3059.0,900.0,27.0,6.374,0.23,0.86,18.04,0.0
457,14.1,72.75,3081.0,900.0,27.75,5.082,0.82,0.85,12.21,0.0
457,14.1,72.75,3076.0,900.0,32.25,2.912,0.22,0.3,9.67,0.0
457,14.1,72.75,3092.0,900.0,33.0,4.8,0.19,0.3,16.04,0.0
458,14.1,72.75,3070.0,900.0,26.25,7.296,0.87,0.98,19.82,0.0
458,14.1,72.75,3088.0,900.0,27.0,6.24,0.81,0.96,18.48,0.0
459,14.1,72.75,3102.0,900.0,27.75,5.946,0.3,0.36,17.33,0.0
459,14.1,72.75,3101.0,900.0,21.75,3.142,0.39,0.89,10.4,0.0
459,14.1,72.75,3092.0,900.0,36.75,2.483,0.83,0.92,8.33,0.0
460,14.1,72.75,3035.0,900.0,18.75,1.754,0.77,0.72,6.86,0.0
460,14.1,72.75,3042.0,900.0,-12.0,0.0,0.14,0.27,7.1,0.0
461,14.1,72.75,3007.0,2500.0,-12.0,0.0,0.12,0.23,7.06,30.0
461,14.1,72.75,2980.0,900.0,0.75,2.227,0.13,0.23,6.98,0.0
461,14.1,72.75,2960.0,900.0,9.0,5.338,0.25,0.44,16.85,0.0
462,14.1,72.75,2979.0,900.0,28.5,6.278,0.87,0.99,17.38,0.0
462,14.1,72.75,2988.0,900.0,28.5,5.92,0.22,0.59,17.14,0.0
463,14.1,72.75,2985.0,900.0,20.25,3.258,0.18,0.32,10.89,0.0
463,14.1,72.75,2976.0,900.0,36.0,2.816,0.18,0.28,9.67,0.0
463,14.1,72.75,2940.0,900.0,39.0,1.811,0.18,0.28,6.93,0.0
464,14.1,72.75,2914.0,900.0,-11.25,1.869,0.17,0.26,6.86,0.0
465,14.1,72.75,2867.0,900.0,-11.25,0.0,0.12,0.22,6.79,0.0
465,14.1,72.75,2834.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
465,14.1,72.75,2812.0,900.0,-11.25,0.0,0.12,0.22,6.79,0.0
466,14.1,73.5,2784.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
466,14.1,73.5,2754.0,900.0,-11.25,0.0,0.12,0.22,6.69,0.0
467,14.1,73.5,2723.0,900.0,-11.25,0.0,0.12,0.22,6.69,0.0
467,14.1,73.5,2691.0,900.0,-12.75,0.0,0.12,0.22,6.98,0.0
467,14.1,73.5,2659.0,900.0,-14.25,0.0,0.11,0.22,6.93,0.0
468,14.1,72.75,2617.0,900.0,-15.0,0.0,0.12,0.22,6.79,0.0
470,14.1,72.75,2338.0,900.0,-14.25,0.0,0.12,0.22,5.15,0.0
471,14.1,72.75,2286.0,900.0,-14.25,0.0,0.12,0.23,4.98,0.0
471,14.0,72.75,2227.0,900.0,-14.25,0.0,0.12,0.23,4.74,0.0
472,14.1,72.75,2119.0,900.0,-14.25,0.0,0.11,0.23,4.17,0.0
472,14.0,72.75,1995.0,900.0,-14.25,0.0,0.11,0.23,4.0,0.0
472,14.1,72.75,1876.0,900.0,-12.75,0.0,0.12,0.23,3.81,0.0
473,14.0,72.75,1741.0,900.0,-12.75,0.0,0.12,0.23,3.88,0.0
473,14.0,72.75,1602.0,900.0,-14.25,0.0,0.12,0.23,3.88,0.0
474,13.3,72.75,1233.0,900.0,18.0,3.13,0.12,0.23,3.81,0.0
474,13.2,72.75,1120.0,900.0,2.25,3.258,0.15,0.25,4.13,0.0
475,14.0,72.75,976.0,900.0,5.25,3.379,0.93,1.06,4.0,0.0
475,14.0,72.75,948.0,900.0,3.0,3.328,0.93,1.08,3.76,0.0
476,14.0,72.75,921.0,900.0,5.25,3.277,0.91,1.07,3.69,0.0
476,13.9,72.75,907.0,900.0,9.75,3.13,0.88,1.05,3.56,0.0
476,14.0,72.75,897.0,900.0,6.75,3.014,0.83,1.02,3.56,0.0
477,13.7,72.75,890.0,900.0,6.75,3.13,0.21,0.81,3.56,0.0
477,14.0,72.75,908.0,900.0,3.75,3.597,0.2,0.28,4.17,0.0
478,14.0,72.75,920.0,900.0,2.25,3.533,0.84,0.88,4.13,0.0
478,14.1,72.75,921.0,900.0,3.0,3.424,0.84,0.96,4.13,0.0
478,14.1,72.75,914.0,900.0,4.5,3.379,0.24,0.8,4.13,0.0
479,14.1,72.75,915.0,900.0,1.5,3.494,0.22,0.29,4.05,0.0
481,14.0,72.75,891.0,800.0,5.25,3.034,0.81,0.9,3.27,0.0
482,14.0,72.75,855.0,800.0,15.0,2.842,0.22,0.71,3.2,0.0
482,14.0,72.75,841.0,800.0,12.0,2.816,0.18,0.24,3.2,0.0
482,14.0,72.75,824.0,800.0,13.5,2.88,0.18,0.23,3.27,0.0
485,14.0,72.75,819.0,800.0,8.25,3.117,0.64,0.83,3.27,0.0
485,14.0,72.75,813.0,800.0,5.25,3.078,0.8,0.9,3.32,0.0
486,14.0,72.75,807.0,800.0,6.75,3.174,0.65,0.87,3.32,0.0
486,14.0,72.75,802.0,800.0,2.25,3.258,0.24,0.26,3.32,0.0
486,14.0,72.75,809.0,800.0,-2.25,3.213,0.77,0.85,3.32,0.0
487,14.0,72.75,809.0,800.0,4.5,3.2,0.78,0.87,3.32,0.0
487,14.0,72.75,804.0,800.0,9.75,3.174,0.27,0.76,3.32,0.0
488,14.0,72.75,807.0,800.0,5.25,3.187,0.31,0.82,3.32,0.0
488,14.0,72.75,802.0,800.0,3.75,3.168,0.78,0.86,3.32,0.0
489,14.0,73.5,800.0,800.0,6.0,3.232,0.22,0.33,3.32,0.0
489,14.0,73.5,806.0,800.0,2.25,3.296,0.22,0.28,3.32,0.0
490,14.0,73.5,804.0,800.0,4.5,3.181,0.82,0.86,3.32,0.0
490,14.0,73.5,799.0,800.0,9.0,3.187,0.34,0.84,3.32,0.0
490,14.0,73.5,797.0,800.0,4.5,3.302,0.22,0.69,3.27,0.0
491,14.0,73.5,805.0,800.0,4.5,3.181,0.81,0.85,3.32,0.0
491,14.0,73.5,792.0,800.0,5.25,3.168,0.75,0.85,3.27,0.0
492,14.0,73.5,799.0,800.0,5.25,3.283,0.22,0.34,3.27,0.0
492,14.0,73.5,798.0,800.0,9.75,3.27,0.41,0.79,3.2,0.0
493,14.0,73.5,806.0,800.0,5.25,3.091,0.83,0.88,3.2,0.0
493,14.0,73.5,804.0,800.0,6.0,3.059,0.24,0.84,3.2,0.0
494,14.0,73.5,808.0,800.0,3.0,3.181,0.22,0.22,3.08,0.0
494,14.0,73.5,801.0,800.0,7.5,3.194,0.47,0.73,3.15,0.0
495,14.0,73.5,800.0,800.0,11.25,3.059,0.35,0.84,3.15,0.0
496,14.1,74.25,803.0,2240.0,7.5,3.142,0.47,0.09,815.63,93.75
496,14.0,74.25,810.0,800.0,6.75,3.136,0.78,0.84,3.15,0.0
496,14.0,74.25,806.0,800.0,6.75,3.078,0.81,0.87,3.08,0.0
497,14.0,74.25,808.0,800.0,5.25,3.155,0.21,0.41,3.15,0.0
497,14.0,74.25,805.0,800.0,8.25,3.066,0.72,0.81,3.15,0.0
498,14.0,74.25,803.0,800.0,12.0,3.13,0.27,0.83,3.15,0.0
498,14.0,74.25,804.0,800.0,7.5,3.136,0.25,0.33,3.15,0.0
499,14.0,74.25,807.0,800.0,7.5,3.085,0.79,0.81,3.15,0.0
500,14.0,74.25,793.0,800.0,18.0,3.027,0.41,0.85,3.2,0.0
500,14.0,74.25,809.0,800.0,4.5,3.2,0.25,0.66,3.2,0.0
501,14.0,74.25,808.0,800.0,3.75,3.11,0.84,0.87,3.2,0.0
501,13.9,74.25,792.0,800.0,13.5,3.085,0.65,0.85,3.2,0.0
502,14.0,74.25,801.0,800.0,3.75,3.258,0.22,0.31,3.2,0.0
502,14.0,74.25,809.0,800.0,6.0,3.181,0.78,0.81,3.2,0.0
502,14.0,75.0,804.0,800.0,6.0,3.155,0.84,0.87,3.2,0.0
503,14.0,75.0,803.0,800.0,6.0,3.123,0.55,0.85,3.27,0.0
503,14.0,75.0,793.0,800.0,12.0,3.117,0.22,0.27,3.27,0.0
504,14.0,75.0,803.0,800.0,6.0,3.162,0.8,0.78,3.32,0.0
504,14.0,75.0,806.0,800.0,5.25,3.162,0.83,0.88,3.32,0.0
505,14.1,75.0,799.0,800.0,6.75,3.117,0.78,0.85,3.32,0.0
506,14.1,75.0,796.0,800.0,4.5,3.29,0.22,0.24,3.32,0.0
506,14.0,75.0,801.0,800.0,3.0,3.302,0.8,0.81,3.32,0.0
506,14.0,75.0,800.0,800.0,4.5,3.168,0.82,0.85,3.32,0.0
507,14.0,75.0,792.0,800.0,9.75,3.117,0.23,0.74,3.39,0.0
507,14.0,75.0,796.0,800.0,3.75,3.392,0.21,0.22,3.32,0.0
508,14.1,75.0,801.0,800.0,9.0,3.424,0.29,0.26,3.32,0.0
508,14.0,75.0,803.0,800.0,5.25,3.251,0.8,0.84,3.32,0.0
508,14.0,75.0,797.0,800.0,3.75,3.379,0.79,0.85,3.32,0.0
509,14.0,75.0,798.0,800.0,2.25,3.341,0.24,0.31,3.27,0.0
509,14.0,75.0,799.0,800.0,0.0,3.322,0.25,0.36,3.2,0.0
509,14.0,75.0,797.0,800.0,6.75,3.142,0.8,0.83,3.2,0.0
510,14.0,75.0,793.0,800.0,6.75,3.238,0.27,0.79,3.2,0.0
510,14.1,75.0,829.0,900.0,0.0,4.0,0.23,0.23,3.81,0.0
511,14.1,75.0,893.0,900.0,0.0,3.514,0.92,0.91,3.27,0.0
511,14.1,75.0,901.0,1000.0,5.25,3.29,0.94,0.97,4.54,0.0
511,14.1,75.0,966.0,1400.0,0.0,6.854,0.92,0.97,10.5,0.0
512,13.5,75.0,910.0,1500.0,-14.25,10.266,0.94,0.99,22.61,0.0
512,13.3,75.0,901.0,1500.0,-12.0,9.19,0.95,0.99,19.58,0.0
513,14.0,75.0,1156.0,1480.0,-7.5,8.595,0.95,0.99,20.56,0.0
513,14.1,75.0,1195.0,1330.0,-6.75,8.435,0.94,0.99,20.24,0.0
513,14.0,75.0,1186.0,1330.0,-6.0,8.122,0.88,0.96,20.07,0.0
514,14.0,75.0,1192.0,1300.0,-9.0,7.328,0.83,0.91,18.24,0.0
514,14.1,75.0,1333.0,1330.0,0.0,5.805,0.19,0.22,10.5,0.0
515,14.1,75.0,1354.0,1030.0,3.75,3.296,0.18,0.2,5.35,0.0
515,14.1,75.0,1364.0,900.0,3.75,2.822,0.16,0.18,5.1,0.0
515,14.1,75.0,1303.0,900.0,6.0,2.611,0.16,0.18,5.03,0.0
516,14.1,75.0,1201.0,900.0,6.0,2.65,0.16,0.17,4.98,0.0
516,13.8,75.0,1038.0,900.0,-1.5,3.251,0.16,0.18,4.98,0.0
517,13.3,75.75,952.0,900.0,-5.25,3.706,0.18,0.19,4.54,0.0
517,13.6,75.75,921.0,900.0,5.25,3.469,0.54,0.31,3.88,0.0
517,14.0,75.75,902.0,900.0,6.75,3.238,0.83,0.87,3.56,0.0
518,14.1,75.75,897.0,1000.0,5.25,3.482,0.75,0.87,3.52,0.0
518,14.0,75.75,1026.0,1300.0,-10.5,8.006,0.29,0.4,14.09,0.0
519,14.1,75.75,1811.0,2530.0,4.5,7.315,0.75,0.91,15.45,5.25
519,14.1,75.75,2046.0,1500.0,8.25,4.947,0.91,0.93,11.11,0.0
519,14.0,75.75,1604.0,1500.0,10.5,6.093,0.18,0.2,12.21,0.0
520,13.8,75.75,1408.0,1500.0,-2.25,7.75,0.87,0.85,14.23,0.0
523,14.1,75.75,1062.0,1400.0,-7.5,8.333,0.83,0.74,14.77,0.0
523,14.1,75.75,1766.0,1480.0,8.25,4.909,0.88,0.95,10.74,0.0
523,14.1,75.75,1974.0,1390.0,9.75,2.893,0.87,0.86,6.93,0.0
524,13.9,75.75,1483.0,1120.0,13.5,2.323,0.15,0.18,5.03,0.0
524,13.1,75.75,1035.0,1120.0,6.75,3.853,0.17,0.18,6.01,0.0
525,13.1,75.75,927.0,2020.0,-29.25,10.099,0.04,0.71,34.38,-51.0
525,13.9,75.0,1254.0,1200.0,-6.0,4.006,0.9,0.96,2.78,0.0
525,14.1,75.0,1349.0,900.0,1.5,2.4,0.19,0.88,4.05,0.0
526,14.0,75.0,1190.0,900.0,17.25,2.362,0.16,0.17,4.25,0.0
526,14.0,75.0,1058.0,900.0,11.25,2.733,0.16,0.17,4.17,0.0
527,14.0,75.0,973.0,900.0,6.0,2.995,0.17,0.18,3.93,0.0
527,13.6,75.0,937.0,900.0,7.5,3.002,0.17,0.18,3.52,0.0
527,13.7,75.0,918.0,900.0,10.5,3.072,0.18,0.19,3.44,0.0
528,13.8,75.0,909.0,1200.0,7.5,6.81,0.2,0.21,18.97,0.0
528,13.8,75.0,1237.0,1500.0,-6.0,11.974,0.95,0.96,24.8,0.0
529,13.8,75.0,1472.0,1500.0,-0.75,6.938,0.91,0.98,12.65,0.0
529,13.8,75.0,1556.0,1200.0,-3.75,2.861,0.2,0.86,3.32,0.0
529,13.8,75.0,1309.0,900.0,27.75,1.779,0.15,0.17,2.66,0.0
530,13.6,75.0,1097.0,1300.0,21.75,4.346,0.15,0.16,7.4,0.0
531,13.8,75.0,1425.0,1100.0,13.5,2.765,0.18,0.39,3.88,0.0
531,14.0,75.0,1290.0,900.0,16.5,1.971,0.16,0.18,2.66,0.0
531,14.0,75.0,1129.0,900.0,30.75,2.144,0.16,0.18,3.32,0.0
532,14.0,75.0,1027.0,1000.0,9.0,3.072,0.16,0.18,7.47,0.0
532,14.0,75.0,1173.0,1400.0,-5.25,9.357,0.89,0.74,18.97,0.0
533,14.0,75.0,1696.0,1500.0,2.25,6.24,0.87,0.93,13.62,0.0
533,13.7,75.75,1771.0,2540.0,10.5,4.71,0.17,0.19,10.4,94.5
533,14.1,75.75,1571.0,1500.0,5.25,5.715,0.91,0.87,10.13,0.0
534,14.1,75.75,1509.0,1200.0,7.5,2.586,0.84,0.91,3.52,0.0
534,14.1,75.75,1354.0,900.0,9.0,1.965,0.16,0.2,3.08,0.0
535,14.1,75.75,1959.0,2520.0,27.75,5.382,0.18,0.22,11.96,-73.5
535,14.1,75.75,1894.0,900.0,30.0,3.885,0.68,0.91,9.79,0.0
536,14.1,75.75,1589.0,900.0,10.5,5.043,0.77,0.25,8.94,0.0
536,14.1,75.75,1593.0,900.0,14.25,5.869,0.88,0.91,11.96,0.0
537,14.1,75.75,1865.0,900.0,25.5,5.773,0.17,0.18,13.31,0.0
537,14.1,75.75,2136.0,900.0,26.25,5.824,0.9,0.84,12.94,0.0
537,14.1,75.75,2454.0,2520.0,24.75,6.445,0.04,0.86,18.9,-96.0
538,14.1,75.75,2847.0,900.0,23.25,9.222,0.16,0.2,27.73,0.0
538,14.1,75.75,3397.0,900.0,21.75,9.216,0.87,0.87,27.78,0.0
539,14.1,75.75,3791.0,900.0,6.0,4.09,0.98,1.01,13.79,0.0
539,14.1,75.75,3465.0,900.0,25.5,1.69,0.94,1.01,7.1,0.0
539,14.1,75.75,3139.0,900.0,32.25,4.038,0.17,0.2,18.48,0.0
540,14.1,75.75,2488.0,900.0,27.75,6.214,0.16,0.18,14.94,0.0
542,14.1,76.5,3626.0,2530.0,16.5,12.557,0.94,0.98,51.22,85.5
543,14.1,76.5,3865.0,900.0,18.0,10.803,0.28,0.94,42.58,0.0
543,14.1,76.5,4104.0,900.0,14.25,8.109,0.21,0.6,24.8,0.0
543,14.1,76.5,3739.0,900.0,15.75,1.837,0.95,1.01,7.52,0.0
544,14.1,76.5,3194.0,900.0,32.25,4.87,0.89,0.98,17.99,0.0
544,14.1,76.5,2722.0,900.0,26.25,9.165,0.24,0.31,26.22,0.0
545,14.1,76.5,2780.0,900.0,17.25,12.922,0.78,0.46,48.73,0.0
545,14.1,76.5,2852.0,900.0,18.75,11.328,0.88,0.94,43.38,0.0
546,14.1,76.5,3069.0,900.0,19.5,11.014,0.23,0.79,40.33,0.0
546,14.1,76.5,3171.0,900.0,19.5,11.488,0.29,0.9,42.46,0.0
547,14.1,76.5,3235.0,900.0,18.75,11.462,0.74,0.92,43.68,0.0
547,14.1,76.5,3336.0,900.0,18.75,11.277,0.48,0.95,45.39,0.0
549,14.1,77.25,2648.0,900.0,21.75,9.472,0.17,0.23,30.91,0.0
550,14.1,77.25,2681.0,900.0,17.25,11.187,0.87,0.87,52.44,0.0
550,14.1,77.25,2721.0,900.0,18.0,10.579,0.3,0.54,43.14,0.0
551,14.1,77.25,2750.0,900.0,18.75,10.586,0.22,0.76,42.09,0.0
553,14.1,78.0,3026.0,900.0,19.5,10.995,0.29,0.87,41.48,0.0
554,14.1,78.0,3071.0,900.0,19.5,11.373,0.69,0.94,42.77,0.0
554,14.1,78.0,3066.0,900.0,33.75,2.483,0.88,1.05,10.99,0.0
554,14.1,78.0,3051.0,900.0,36.75,2.394,0.16,0.24,9.11,0.0
555,14.1,78.75,3051.0,900.0,36.75,2.848,0.16,0.25,12.04,0.0
555,14.1,78.75,3053.0,900.0,29.25,5.734,0.2,0.27,16.41,0.0
555,14.1,78.75,3041.0,900.0,23.25,3.258,0.19,0.51,10.57,0.0
556,14.1,78.75,3031.0,900.0,38.25,2.33,0.74,0.8,7.84,0.0
556,14.1,78.75,3003.0,900.0,6.0,1.888,0.18,0.26,6.74,0.0
557,14.1,78.75,2967.0,900.0,-11.25,0.0,0.13,0.21,7.1,0.0
557,14.1,78.75,2944.0,900.0,-12.0,0.0,0.12,0.2,6.98,0.0
558,14.1,78.75,2896.0,900.0,-11.25,0.0,0.12,0.2,6.98,0.0
558,14.1,78.75,2867.0,900.0,-11.25,0.0,0.12,0.19,6.86,0.0
558,14.1,78.75,2827.0,900.0,-11.25,0.0,0.12,0.19,6.74,0.0
559,14.1,78.75,2792.0,900.0,0.75,2.035,0.13,0.2,6.79,0.0
559,14.1,78.75,2834.0,900.0,35.25,3.872,0.19,0.24,13.55,0.0
560,14.1,78.75,2785.0,900.0,30.0,6.17,0.89,0.96,16.04,0.0
560,14.1,78.75,2804.0,900.0,30.75,5.69,0.22,0.48,15.63,0.0
560,14.1,78.75,2800.0,900.0,31.5,5.53,0.21,0.36,15.63,0.0
561,14.1,78.75,2814.0,900.0,30.75,5.517,0.4,0.78,15.38,0.0
561,14.1,78.75,2820.0,900.0,31.5,5.242,0.21,0.51,14.53,0.0
562,14.1,78.75,2824.0,900.0,32.25,4.672,0.85,0.88,13.06,0.0
562,14.1,78.75,2818.0,900.0,34.5,3.923,0.21,0.26,12.33,0.0
562,14.1,78.75,2813.0,900.0,35.25,3.29,0.79,0.82,10.21,0.0
563,14.1,78.75,2798.0,900.0,37.5,2.547,0.33,0.32,8.08,0.0
563,14.1,78.75,2787.0,900.0,38.25,2.4,0.2,0.25,8.13,0.0
564,14.1,78.75,2768.0,900.0,21.75,1.907,0.2,0.26,6.54,0.0
564,14.1,78.75,2736.0,900.0,3.75,0.0,0.19,0.24,6.54,0.0
564,14.1,78.75,2697.0,900.0,-11.25,0.0,0.12,0.18,6.49,0.0
565,14.1,78.75,2670.0,900.0,-11.25,0.0,0.12,0.18,6.45,0.0
565,14.1,78.75,2639.0,900.0,-12.0,0.0,0.12,0.18,6.32,0.0
566,14.1,78.75,2609.0,900.0,-12.0,0.0,0.12,0.18,6.13,0.0
566,14.1,78.75,2578.0,900.0,-12.75,0.0,0.11,0.18,6.01,0.0
566,14.1,78.75,2558.0,900.0,-12.75,0.0,0.12,0.18,6.08,0.0
567,14.1,78.75,2530.0,900.0,-12.75,0.0,0.11,0.18,5.83,0.0
567,14.1,78.75,2500.0,900.0,-12.0,0.0,0.12,0.19,5.52,0.0
570,14.1,78.0,2337.0,900.0,-14.25,0.0,0.12,0.19,5.27,0.0
570,14.1,78.0,2309.0,900.0,-14.25,0.0,0.11,0.19,5.22,0.0
570,14.1,78.0,2285.0,900.0,-4.5,2.432,0.12,0.19,4.66,0.0
571,14.1,78.0,2266.0,900.0,36.75,2.618,0.99,1.0,7.06,0.0
571,14.1,78.0,2254.0,900.0,21.0,3.885,0.99,1.07,8.94,0.0
572,14.1,78.0,2239.0,900.0,31.5,3.718,0.98,1.08,8.69,0.0
572,14.1,78.0,2234.0,900.0,31.5,3.629,0.97,1.07,8.98,0.0
572,14.1,78.0,2232.0,900.0,30.0,5.28,0.95,1.06,14.23,0.0
573,14.1,78.0,2243.0,900.0,25.5,6.381,0.93,1.04,15.38,0.0
573,14.1,78.0,2262.0,900.0,20.25,7.866,0.65,0.98,21.83,0.0
574,14.1,77.25,2290.0,900.0,19.5,8.384,0.61,0.96,22.07,0.0
574,14.1,77.25,2324.0,900.0,20.25,8.358,0.22,0.85,22.85,0.0
574,14.1,77.25,2353.0,900.0,18.75,8.755,0.22,0.82,25.17,0.0
575,14.1,77.25,2386.0,900.0,19.5,8.8,0.22,0.9,27.42,0.0
575,14.1,77.25,2428.0,0.916,18.0,9.222,0.04,0.48,32.71,0.916
576,14.1,77.25,2458.0,900.0,18.0,9.408,0.22,0.65,34.3,0.0
576,14.1,77.25,2500.0,900.0,18.75,9.395,0.2,0.4,36.18,0.0
577,14.1,77.25,2546.0,900.0,18.75,9.843,0.29,0.31,37.72,0.0
577,14.1,77.25,2628.0,900.0,18.75,10.029,0.8,0.72,39.53,0.0
578,14.1,77.25,2669.0,900.0,18.75,10.086,0.8,0.85,39.65,0.0
578,14.1,76.5,2707.0,900.0,19.5,10.131,0.78,0.88,38.82,-0.75
578,14.1,76.5,2758.0,900.0,20.25,10.15,0.82,0.92,36.99,-0.75
579,14.1,76.5,2801.0,900.0,20.25,10.438,0.25,0.89,35.64,-0.75
579,14.1,76.5,2839.0,900.0,21.0,10.131,0.77,0.94,34.13,-0.75
580,14.1,76.5,2873.0,900.0,20.25,9.965,0.78,0.96,33.57,-0.75
580,14.1,76.5,2916.0,900.0,21.0,9.926,0.81,0.94,33.08,-0.75
580,14.1,76.5,2910.0,900.0,33.75,2.445,0.15,0.52,10.64,0.0
581,14.1,76.5,2895.0,900.0,36.0,2.253,0.15,0.24,8.94,0.0
581,14.1,76.5,2845.0,900.0,39.0,1.581,0.16,0.25,5.1,0.0
582,14.1,76.5,2853.0,900.0,-9.75,1.882,0.15,0.24,6.49,0.0
582,14.1,76.5,2832.0,900.0,-10.5,0.0,0.13,0.22,6.74,0.0
582,14.1,76.5,2800.0,900.0,-10.5,0.0,0.12,0.22,6.69,0.0
583,14.1,76.5,2759.0,900.0,-10.5,0.0,0.12,0.22,6.62,0.0
583,14.1,76.5,2741.0,900.0,-11.25,0.0,0.12,0.22,6.54,0.0
584,14.1,75.75,2710.0,900.0,-11.25,0.0,0.12,0.21,6.49,0.0
584,14.1,75.75,2682.0,900.0,-11.25,0.0,0.12,0.21,6.49,0.0
584,14.1,75.75,2657.0,900.0,-15.0,0.0,0.12,0.21,6.79,0.0
585,14.1,75.75,2620.0,900.0,-14.25,0.0,0.12,0.22,6.74,0.0
585,14.1,75.75,2594.0,900.0,-15.0,0.0,0.12,0.22,6.69,0.0
586,14.1,75.75,2568.0,900.0,-15.0,0.0,0.12,0.21,6.69,0.0
586,14.1,75.75,2542.0,900.0,-15.0,0.0,0.12,0.22,6.45,0.0
586,14.1,75.75,2510.0,900.0,-14.25,0.0,0.12,0.22,6.13,0.0
587,14.1,75.75,2485.0,900.0,-14.25,0.0,0.12,0.22,6.08,0.0
587,14.1,75.75,2455.0,900.0,-14.25,0.0,0.11,0.22,5.88,0.0
588,14.1,75.75,2429.0,900.0,-13.5,0.0,0.12,0.22,5.4,0.0
588,14.1,75.75,2401.0,900.0,-14.25,0.0,0.12,0.22,5.35,0.0
588,14.1,75.75,2370.0,900.0,-14.25,0.0,0.12,0.22,5.35,0.0
589,14.1,75.75,2344.0,900.0,-14.25,0.0,0.12,0.22,5.27,0.0
589,14.1,75.75,2318.0,900.0,-6.0,2.387,0.12,0.22,4.86,0.0
590,14.1,75.0,2295.0,900.0,26.25,2.586,0.98,1.04,6.69,0.0
590,14.1,75.0,2278.0,900.0,15.0,3.123,0.98,1.09,7.91,0.0
590,14.1,75.0,2269.0,900.0,33.0,3.661,0.98,1.1,8.62,0.0
591,14.1,75.0,2264.0,900.0,33.0,3.398,0.97,1.1,8.33,0.0
591,14.1,75.0,2258.0,900.0,33.0,3.162,0.95,1.09,8.13,0.0
592,14.1,75.0,2249.0,900.0,33.75,2.989,0.92,1.07,7.96,0.0
